target,kepid,kepler_name,ra,dec,teff,srad,smass,dist_pc
KIC 10963065,10963065,Kepler-408,284.78619,48.423229,6139.0,1.194,1.016,88.7832
KIC 6268648,6268648,Kepler-907,285.47659,41.632717,6099.0,1.308,0.974,
KIC 10125352,10125352,,284.73859,47.169628,6378.0,2.002,1.104,
KIC 5357901,5357901,Kepler-425,290.35803,40.567741,5167.0,0.848,0.883,646.647
KIC 4278221,4278221,Kepler-908,295.32251,39.376492,5992.0,1.125,1.122,290.843
KIC 10214162,10214162,Kepler-941,294.32635,47.217609,6018.0,0.969,0.986,1088.36
KIC 10905746,10905746,Kepler-1651,283.62885,48.391003,3609.0,0.422,0.452,66.4074
KIC 8242434,8242434,Kepler-942,294.95511,44.149818,4827.0,0.729,0.817,216.354
KIC 6185331,6185331,Kepler-943,284.27396,41.535019,5774.0,0.818,0.907,2300.53
KIC 11820830,11820830,,295.21661,50.084332,7238.0,1.568,1.491,
KIC 11774387,11774387,,297.04651,49.97039,5776.0,0.889,0.97,
KIC 9636135,9636135,Kepler-864,285.0571,46.320679,6213.0,1.195,1.27,2022.9
KIC 7841925,7841925,Kepler-865,297.72427,43.527431,5440.0,0.885,0.782,586.137
KIC 5219234,5219234,Kepler-305,299.22433,40.343182,5103.0,0.787,0.823,868.477
KIC 12504988,12504988,,288.25284,51.417332,6197.0,1.035,1.096,
KIC 9015738,9015738,Kepler-909,289.50635,45.370998,6026.0,1.207,1.113,309.596
KIC 7215603,7215603,Kepler-910,296.04736,42.743011,6250.0,1.543,1.326,400.289
KIC 4276716,4276716,,294.99023,39.346378,4830.0,0.676,0.671,
KIC 5561278,5561278,Kepler-911,298.5892,40.75069,6065.0,1.877,1.197,556.168
KIC 7287683,7287683,,293.54889,42.888859,7732.0,2.022,1.774,
KIC 6387542,6387542,Kepler-912,298.11121,41.758331,5662.0,0.806,0.808,2004.72
KIC 8266276,8266276,,301.4693,44.159649,4748.0,0.797,0.776,
KIC 6869184,6869184,Kepler-944,293.60126,42.379761,5654.0,0.774,0.865,1349.43
KIC 8396405,8396405,,301.08572,44.380192,5214.0,0.587,0.591,
KIC 10799735,10799735,,292.87616,48.195309,6147.0,1.003,1.064,
KIC 6604328,6604328,Kepler-945,291.26974,42.096039,6090.0,1.071,1.173,1651.25
KIC 9719634,9719634,,295.52521,46.459431,5185.0,0.911,0.837,
KIC 7439316,7439316,Kepler-866,290.12231,43.08556,4831.0,0.724,0.706,646.667
KIC 12061238,12061238,,291.23114,50.56702,5198.0,0.759,0.843,
KIC 8323753,8323753,,299.07813,44.293789,6093.0,2.623,1.372,
KIC 12400538,12400538,Kepler-867,287.28531,51.249981,5604.0,0.943,0.916,1195.54
KIC 5184584,5184584,Kepler-891,291.0838,40.355251,5919.0,1.0,1.114,2340.58
KIC 5636648,5636648,,296.33319,40.896259,5791.0,0.856,0.946,
KIC 5564247,5564247,,299.14142,40.725899,5394.0,0.72,0.805,
KIC 5438099,5438099,Kepler-306,288.53867,40.61615,4955.0,0.721,0.774,775.679
KIC 6543893,6543893,Kepler-913,297.58313,41.952431,6068.0,1.797,1.294,991.618
KIC 6975129,6975129,Kepler-312,298.39575,42.459751,6243.0,1.149,1.226,797.72
KIC 11391018,11391018,Kepler-486,284.87997,49.266991,4939.0,0.765,0.74,
KIC 8685497,8685497,Kepler-914,290.41199,44.89933,5836.0,1.166,1.1,753.723
KIC 4365645,4365645,Kepler-1671,291.74838,39.44688,5251.0,0.847,0.91,357.059
KIC 7199906,7199906,,291.65009,42.700779,,,,
KIC 8197343,8197343,Kepler-946,300.9296,44.02879,5619.0,1.199,0.962,1137.29
KIC 7032421,7032421,,291.41833,42.579819,5578.0,0.936,0.974,
KIC 6786348,6786348,Kepler-947,294.36673,42.252682,5754.0,0.905,1.021,1730.78
KIC 6209677,6209677,Kepler-948,293.30023,41.523338,5447.0,0.917,0.928,868.017
KIC 9641018,9641018,,288.01486,46.348949,5947.0,0.881,0.86,
KIC 9813499,9813499,Kepler-868,282.36349,46.67524,5970.0,0.908,0.996,1593.13
KIC 12254792,12254792,Kepler-869,289.42459,50.994122,5813.0,0.833,0.925,939.455
KIC 12020218,12020218,Kepler-870,295.40253,50.47863,6170.0,0.992,1.063,1259.46
KIC 7690844,7690844,Kepler-871,294.52713,43.36816,5900.0,0.951,1.065,1976.05
KIC 9535080,9535080,,295.26349,46.148022,6273.0,1.493,1.095,
KIC 5210475,5210475,,297.50385,40.342972,5708.0,0.795,0.883,
KIC 8009350,8009350,Kepler-892,283.12964,43.888241,4802.0,0.699,0.738,570.727
KIC 8082001,8082001,Kepler-893,284.96304,43.91301,6108.0,1.03,1.132,1285.59
KIC 9017682,9017682,,290.25964,45.388409,5705.0,0.844,0.936,
KIC 9277896,9277896,Kepler-915,290.59207,45.737141,6056.0,1.381,1.148,849.036
KIC 9401997,9401997,Kepler-916,290.98331,45.973301,5246.0,0.891,0.854,830.712
KIC 10686864,10686864,Kepler-917,299.05127,47.94928,5068.0,0.743,0.833,3460.51
KIC 10749128,10749128,,297.90045,48.0947,6273.0,1.139,1.092,
KIC 11904734,11904734,,286.0528,50.256592,4976.0,0.701,0.677,
KIC 8043714,8043714,,296.66086,43.816441,5465.0,0.817,0.897,
KIC 7918217,7918217,,299.60202,43.695995,3626.0,97.41,1.673,
KIC 10153011,10153011,,296.0882,47.142891,5286.0,0.636,0.626,
KIC 9631995,9631995,Kepler-422,282.62967,46.32336,5972.0,1.237,1.148,722.795
KIC 11870545,11870545,,295.08423,50.114609,4932.0,0.718,0.808,
KIC 7901948,7901948,Kepler-872,295.41745,43.60564,5743.0,0.853,0.949,879.683
KIC 11955499,11955499,,286.88751,50.377071,5237.0,0.826,0.927,
KIC 6442377,6442377,Kepler-483,291.64676,41.884659,6325.0,1.518,1.296,860.355
KIC 9784222,9784222,,296.98853,46.596882,6258.0,1.031,1.087,
KIC 5376836,5376836,,295.6713,40.59906,5907.0,0.878,0.929,
KIC 5557821,5557821,,297.82944,40.706779,5955.0,0.883,0.972,
KIC 10004519,10004519,Kepler-894,288.73407,46.939388,6170.0,0.992,1.063,1162.91
KIC 5031857,5031857,Kepler-1755,296.84616,40.138611,6086.0,0.921,1.003,982.383
KIC 10879038,10879038,Kepler-918,298.20071,48.267841,5778.0,0.968,1.038,1025.03
KIC 10990917,10990917,Kepler-919,298.11478,48.4944,6093.0,1.025,1.025,1119.87
KIC 11043136,11043136,,297.38153,48.565041,5749.0,0.881,0.772,
KIC 11046025,11046025,Kepler-1759,298.46579,48.55941,5017.0,0.797,0.76,385.348
KIC 5771719,5771719,,284.64886,41.015018,5372.0,2.344,1.295,
KIC 9729691,9729691,Kepler-949,298.60788,46.453678,5211.0,0.895,0.817,486.105
KIC 4950232,4950232,,298.14053,40.073872,5532.0,0.745,0.833,
KIC 10904857,10904857,Kepler-488,282.96616,48.34507,6122.0,0.996,1.07,
KIC 8651389,8651389,Kepler-1768,299.95721,44.771889,6050.0,1.572,1.24,632.766
KIC 9520668,9520668,,289.32101,46.134319,4502.0,0.728,0.722,
KIC 7871954,7871954,Kepler-303,283.13547,43.657051,4042.0,0.49,0.505,209.738
KIC 12418724,12418724,Kepler-873,296.4032,51.271339,6325.0,1.112,1.157,1182.22
KIC 7456001,7456001,Kepler-874,294.95685,43.014332,6026.0,0.992,0.924,1082.16
KIC 10028792,10028792,Kepler-87,297.91687,46.96513,5597.0,1.699,0.969,1232.9
KIC 5553652,5553652,,296.99191,40.758911,5286.0,0.78,0.872,
KIC 5299459,5299459,Kepler-307,297.79514,40.417709,5511.0,0.987,0.947,575.581
KIC 11153121,11153121,Kepler-313,298.29495,48.775459,5726.0,1.483,1.066,
KIC 11177543,11177543,Kepler-1760,284.13263,48.825119,5229.0,0.903,0.821,
KIC 11337141,11337141,Kepler-1761,284.13287,49.142609,3871.0,0.532,0.573,221.186
KIC 6705142,6705142,,295.43436,42.166321,5610.0,0.858,0.953,
KIC 3967760,3967760,Kepler-317,294.94388,39.032059,5334.0,1.004,0.865,940.584
KIC 4067336,4067336,,294.14682,39.12706,6392.0,1.162,1.232,
KIC 5387843,5387843,,298.13391,40.530289,5985.0,0.883,0.94,
KIC 7549209,7549209,Kepler-875,297.3013,43.141891,5783.0,0.88,0.977,1242.62
KIC 7663405,7663405,Kepler-876,283.47818,43.383781,5157.0,0.904,0.83,820.913
KIC 9765975,9765975,Kepler-877,289.85913,46.522671,5311.0,0.948,0.859,602.176
KIC 9818462,9818462,Kepler-878,285.2962,46.603439,5167.0,0.796,0.891,791.625
KIC 6803202,6803202,Kepler-1711,298.17722,42.237041,5706.0,1.034,0.94,590.268
KIC 9651668,9651668,Kepler-423,292.85574,46.391178,5561.0,0.956,0.859,758.753
KIC 12506770,12506770,Kepler-895,289.29065,51.40889,4153.0,0.581,0.595,540.134
KIC 5629985,5629985,,294.73419,40.86142,5788.0,0.856,0.856,
KIC 9898364,9898364,,294.83032,46.734348,7530.0,1.93,1.633,
KIC 11337372,11337372,Kepler-920,284.29694,49.15868,5301.0,0.977,0.856,1001.68
KIC 11337833,11337833,Kepler-921,284.61621,49.190811,6032.0,0.929,1.014,934.49
KIC 11546211,11546211,,283.79654,49.50399,3497.0,0.334,0.339,
KIC 11547505,11547505,Kepler-922,284.73145,49.533192,5499.0,1.087,0.906,536.323
KIC 4471747,4471747,,293.62592,39.50631,6074.0,1.292,1.173,
KIC 11502867,11502867,Kepler-426,289.43463,49.4734,5720.0,0.903,0.882,843.695
KIC 9909735,9909735,Kepler-318,298.48282,46.793621,5729.0,0.939,1.051,489.141
KIC 11551692,11551692,Kepler-411,287.60559,49.523258,4920.0,0.72,0.822,153.676
KIC 12266636,12266636,Kepler-879,295.80658,50.909801,5833.0,1.022,0.974,802.672
KIC 9850893,9850893,,298.73007,46.688671,5401.0,1.05,0.93,
KIC 4826110,4826110,,288.92575,39.90155,5199.0,0.811,0.807,
KIC 7869917,7869917,Kepler-880,281.97125,43.672771,6900.0,2.599,1.714,601.324
KIC 9824805,9824805,Kepler-881,288.99258,46.67075,6240.0,1.079,1.135,1375.18
KIC 5193400,5193400,,293.66507,40.359531,6218.0,1.131,1.219,
KIC 7939330,7939330,Kepler-896,282.43918,43.734482,5510.0,0.803,0.877,2334.93
KIC 4918309,4918309,,290.12857,40.021832,5393.0,1.37,0.926,
KIC 12602568,12602568,Kepler-897,290.58685,51.69582,5840.0,0.849,0.942,1519.25
KIC 9941066,9941066,Kepler-898,286.58539,46.87093,4166.0,0.612,0.624,484.891
KIC 5972334,5972334,Kepler-487,295.28723,41.221958,5422.0,0.887,0.874,872.343
KIC 4650733,4650733,Kepler-1762,290.49316,39.785519,6572.0,1.238,1.298,1663.74
KIC 4830605,4830605,,290.24103,39.96801,5926.0,0.887,0.978,
KIC 4832197,4832197,,290.73804,39.919651,6302.0,1.269,0.895,
KIC 4844004,4844004,,294.13202,39.981979,5435.0,0.824,0.937,
KIC 12120943,12120943,,296.57153,50.677849,5977.0,1.022,1.133,
KIC 9761199,9761199,,287.14313,46.50806,3752.0,0.497,0.503,
KIC 7751571,7751571,,291.28659,43.404411,5367.0,0.773,0.854,
KIC 9579499,9579499,,287.80457,46.23893,4859.0,0.702,0.789,
KIC 11913013,11913013,,291.02301,50.262226,5780.0,1.0,1.0,
KIC 7768451,7768451,,296.6713,43.49839,5401.0,0.878,0.863,
KIC 7691260,7691260,Kepler-882,294.6499,43.33559,5229.0,0.688,0.765,504.605
KIC 9821454,9821454,Kepler-59,287.03952,46.640129,6296.0,1.006,1.066,1163.22
KIC 11954842,11954842,Kepler-883,286.43365,50.300331,5948.0,1.025,0.93,627.455
KIC 7972785,7972785,,296.04764,43.762138,6434.0,1.138,1.169,
KIC 5470739,5470739,Kepler-899,297.48257,40.680779,5767.0,0.881,0.979,1246.43
KIC 10022908,10022908,Kepler-900,296.17728,46.99902,4847.0,0.761,0.86,487.525
KIC 9932970,9932970,,281.61887,46.814201,5204.0,0.789,0.808,
KIC 5617854,5617854,Kepler-901,291.15295,40.887489,4132.0,0.564,0.578,253.867
KIC 4932442,4932442,Kepler-923,294.17108,40.055168,5861.0,1.304,1.01,1000.28
KIC 5183357,5183357,Kepler-924,290.66852,40.39772,6309.0,1.614,1.358,1053.04
KIC 5269467,5269467,Kepler-925,290.10654,40.490662,4564.0,0.691,0.683,611.115
KIC 5360920,5360920,,291.33719,40.558201,5753.0,0.815,0.907,
KIC 7672940,7672940,,288.25864,43.376465,6340.0,2.173,1.174,
KIC 7838655,7838655,,296.91724,43.517529,5482.0,0.858,0.853,
KIC 11702948,11702948,,286.14938,49.867512,5812.0,0.853,0.947,
KIC 9512981,9512981,,284.84988,46.13895,4810.0,0.776,0.755,
KIC 7770450,7770450,,297.17429,43.479099,5566.0,0.886,0.975,
KIC 11455491,11455491,,292.03149,49.388618,6495.0,1.554,1.182,
KIC 11764462,11764462,Kepler-884,292.58444,49.923161,5646.0,0.932,0.986,476.733
KIC 11656246,11656246,Kepler-885,288.66156,49.737209,6109.0,1.36,1.194,651.318
KIC 7808587,7808587,Kepler-886,286.27176,43.59523,5810.0,1.259,1.026,711.297
KIC 4741126,4741126,Kepler-887,290.09082,39.81699,6119.0,1.299,1.157,886.588
KIC 5301750,5301750,Kepler-84,298.25204,40.496078,6036.0,1.131,0.987,1023.9
KIC 5526717,5526717,Kepler-926,289.67935,40.700459,5565.0,1.246,1.008,921.361
KIC 5530882,5530882,,290.92316,40.77103,5706.0,0.834,0.93,
KIC 5531953,5531953,Kepler-1984,291.285,40.730049,3638.0,0.42,0.45,
KIC 6034945,6034945,Kepler-927,289.38351,41.392689,5962.0,1.028,1.039,831.685
KIC 9851226,9851226,,298.82254,46.650269,5951.0,0.991,0.983,
KIC 8692861,8692861,Kepler-69,293.26093,44.868889,5637.0,0.943,0.813,730.625
KIC 7543649,7543649,,296.07822,43.13694,6109.0,0.993,0.95,
KIC 9480310,9480310,Kepler-1668,297.35233,46.09594,5900.0,0.951,1.065,1335.64
KIC 11858748,11858748,,288.76318,50.174221,5730.0,0.87,0.968,
KIC 11669125,11669125,Kepler-888,295.52121,49.738628,5811.0,0.866,0.94,420.817
KIC 12159249,12159249,Kepler-889,291.46732,50.75948,5876.0,1.293,1.132,598.313
KIC 9872292,9872292,,281.46173,46.789894,6212.0,1.684,1.156,
KIC 9963461,9963461,,296.62979,46.880203,6168.0,1.567,1.061,
KIC 8081482,8081482,,284.664,43.98502,5767.0,1.074,0.9,
KIC 5542466,5542466,Kepler-1756,294.36487,40.720879,4915.0,0.812,0.781,
KIC 4178389,4178389,,296.18524,39.26268,5875.0,0.809,0.895,
KIC 10028140,10028140,Kepler-1757,297.73984,46.94191,5288.0,0.74,0.828,807.308
KIC 6048024,6048024,,293.53448,41.329899,6340.0,1.492,1.379,
KIC 6049190,6049190,Kepler-1764,293.87988,41.393822,6461.0,1.131,1.162,1542.48
KIC 6149553,6149553,,298.50726,41.47905,,,,
KIC 6198999,6198999,Kepler-928,289.92072,41.542831,4841.0,0.779,0.756,508.809
KIC 6310636,6310636,Kepler-929,298.48111,41.615341,5843.0,1.615,1.115,1311.23
KIC 6616218,6616218,Kepler-314,294.6741,42.075581,5418.0,0.886,0.978,268.881
KIC 7761545,7761545,Kepler-857,294.63239,43.400471,5584.0,0.938,0.966,983.502
KIC 7499398,7499398,,280.36023,43.12368,5613.0,0.956,1.046,
KIC 12365184,12365184,Kepler-419,295.41788,51.184761,6430.0,1.731,1.398,1011.36
KIC 4770365,4770365,Kepler-1669,297.43039,39.847839,4224.0,0.603,0.609,543.444
KIC 10748390,10748390,Kepler-3,297.70935,48.080853,4778.0,0.763,0.83,
KIC 11804465,11804465,Kepler-12,286.24344,50.040379,5953.0,1.415,1.093,881.386
KIC 9663113,9663113,Kepler-458,297.04541,46.328701,6226.0,1.299,1.129,
KIC 5649956,5649956,,299.10327,40.8493,5601.0,0.797,0.791,
KIC 4840513,4840513,,293.19507,39.90728,6392.0,1.162,1.232,
KIC 5217586,5217586,,298.9024,40.31953,5585.0,0.91,0.773,
KIC 5289854,5289854,Kepler-308,295.78516,40.439548,5896.0,0.914,1.0,1335.92
KIC 9895709,9895709,,293.87265,46.714951,6153.0,0.962,1.036,
KIC 10006581,10006581,Kepler-902,289.73169,46.953819,5509.0,1.169,0.918,1165.34
KIC 6696462,6696462,,293.25916,42.126629,5596.0,0.853,0.906,
KIC 7220429,7220429,Kepler-931,297.13263,42.76825,5044.0,0.804,0.764,
KIC 7222086,7222086,,297.51907,42.777061,6546.0,2.784,1.852,
KIC 12406749,12406749,Kepler-1752,290.85413,51.222809,5446.0,0.821,0.824,962.888
KIC 7811397,7811397,,287.65396,43.505718,5270.0,0.787,0.9,
KIC 12403119,12403119,Kepler-858,288.84863,51.209049,5591.0,0.892,0.904,298.532
KIC 9842890,9842890,,296.43814,46.61536,5819.0,0.823,0.91,
KIC 8113154,8113154,,296.87762,43.941631,6812.0,1.172,1.103,
KIC 5270698,5270698,,290.44736,40.44289,5758.0,2.318,1.258,
KIC 5024450,5024450,,295.32077,40.187359,6203.0,1.06,1.091,
KIC 5282049,5282049,,293.83688,40.41045,6200.0,0.958,1.029,
KIC 5475431,5475431,,298.5137,40.639622,5713.0,0.893,1.01,
KIC 10027323,10027323,Kepler-309,297.50986,46.961262,3883.0,0.496,0.518,544.568
KIC 12019440,12019440,Kepler-485,294.99631,50.470058,5823.0,1.013,1.027,1140.95
KIC 5039228,5039228,,298.36884,40.173424,6521.0,1.276,1.334,
KIC 10004738,10004738,Kepler-310,288.83936,46.98674,5497.0,0.839,0.952,602.268
KIC 7304449,7304449,Kepler-1650,297.72925,42.86692,3364.0,0.274,0.26,134.397
KIC 7386827,7386827,Kepler-1765,298.01443,42.957458,5692.0,1.064,0.946,764.456
KIC 7522911,7522911,Kepler-1670,290.32651,43.12183,6249.0,1.076,1.13,2065.98
KIC 7626370,7626370,Kepler-932,296.95206,43.271969,5238.0,0.851,0.784,465.612
KIC 7703955,7703955,Kepler-315,298.0231,43.363522,5792.0,1.005,0.875,1160.63
KIC 7512982,7512982,Kepler-859,286.74188,43.190102,4883.0,0.808,0.779,839.903
KIC 9597806,9597806,Kepler-860,295.57727,46.254742,5869.0,0.954,1.001,1056.36
KIC 7812167,7812167,,288.02271,43.54821,6273.0,1.044,1.099,
KIC 11760959,11760959,,290.61679,49.957619,4922.0,0.744,0.726,
KIC 5283458,5283458,,294.2009,40.455959,6137.0,1.018,1.086,
KIC 9940565,9940565,,286.25644,46.89267,4765.0,0.666,0.717,
KIC 8053552,8053552,,299.05585,43.897202,5631.0,0.901,0.762,
KIC 8111381,8111381,,296.36569,43.905571,5741.0,0.846,0.938,
KIC 5444549,5444549,,290.56668,40.678162,5919.0,1.0,1.114,
KIC 5474613,5474613,Kepler-1659,298.37384,40.61842,5823.0,0.972,1.02,
KIC 4860932,4860932,,297.84399,39.989811,6075.0,0.952,1.033,
KIC 5438757,5438757,Kepler-903,288.77103,40.664181,5534.0,1.08,0.926,1369.24
KIC 7750419,7750419,,290.88232,43.47176,5640.0,1.534,1.023,
KIC 7815744,7815744,Kepler-933,289.56866,43.538609,5350.0,0.678,0.758,1017.2
KIC 7955580,7955580,Kepler-934,290.28845,43.755322,4998.0,0.808,0.806,608.738
KIC 9692345,9692345,,282.17941,46.457169,4478.0,0.651,0.637,
KIC 7898352,7898352,Kepler-302,294.31699,43.629341,5733.0,1.183,0.974,1402.58
KIC 11402995,11402995,Kepler-481,291.90704,49.262051,5705.0,1.14,0.939,813.724
KIC 12062667,12062667,,292.07269,50.54829,6634.0,2.251,1.253,
KIC 7984047,7984047,,298.92593,43.75037,4812.0,0.755,0.734,
KIC 7951018,7951018,Kepler-890,288.43576,43.763489,6228.0,1.137,1.221,1712.12
KIC 9899355,9899355,,295.21103,46.757229,5995.0,0.878,0.964,
KIC 12644774,12644774,,289.07703,51.761822,5665.0,0.938,0.773,
KIC 9902856,9902856,,296.4176,46.732021,6141.0,0.959,0.982,
KIC 7747425,7747425,Kepler-341,289.86157,43.472771,5616.0,1.111,0.957,1047.03
KIC 9892816,9892816,Kepler-342,292.67807,46.726711,6297.0,1.369,1.247,781.611
KIC 9836149,9836149,Kepler-66,293.98157,46.687752,5964.0,0.933,0.968,1202.96
KIC 4813563,4813563,Kepler-1026,283.60526,39.997978,4847.0,0.781,0.772,351.239
KIC 2985767,2985767,Kepler-1063,290.52676,38.142979,5821.0,1.547,1.092,343.226
KIC 2304320,2304320,Kepler-1064,291.74164,37.688938,5064.0,0.769,0.806,
KIC 3657758,3657758,Kepler-1065,294.51126,38.790501,5668.0,0.868,0.963,1122.48
KIC 9790806,9790806,Kepler-1066,298.86658,46.502239,5461.0,0.858,0.957,344.251
KIC 6382217,6382217,Kepler-353,296.85663,41.758179,3757.0,0.539,0.552,384.694
KIC 5375194,5375194,Kepler-964,295.30008,40.556591,5338.0,0.816,0.875,454.626
KIC 6468138,6468138,Kepler-965,298.51532,41.891201,5818.0,1.2,0.991,582.828
KIC 10019708,10019708,Kepler-490,295.02567,46.956001,5927.0,1.691,1.161,1523.0
KIC 11875734,11875734,Kepler-966,297.27057,50.121811,5620.0,0.974,0.797,1027.8
KIC 7697568,7697568,,296.52243,43.363369,5381.0,0.826,0.858,
KIC 7046804,7046804,Kepler-492,295.49667,42.537891,5215.0,0.77,0.792,
KIC 7449136,7449136,Kepler-1002,293.0795,43.073711,6180.0,1.603,1.275,408.303
KIC 8680979,8680979,Kepler-330,288.44739,44.801682,4891.0,0.805,0.776,717.527
KIC 9030537,9030537,Kepler-1674,294.8161,45.306122,5662.0,0.84,0.937,1012.48
KIC 6949061,6949061,Kepler-343,291.96069,42.43301,5808.0,1.374,1.054,927.193
KIC 7269493,7269493,Kepler-1027,287.57117,42.813919,5435.0,0.824,0.937,405.104
KIC 5513648,5513648,,284.23398,40.79454,5899.0,1.414,0.995,
KIC 9164836,9164836,,295.71225,45.589771,6003.0,0.872,0.952,
KIC 7887791,7887791,,290.7037,43.607208,5587.0,0.865,0.914,
KIC 11657891,11657891,Kepler-1028,289.59308,49.781158,5662.0,0.84,0.937,607.916
KIC 6305192,6305192,Kepler-494,297.21408,41.66404,6002.0,1.369,1.073,
KIC 9634821,9634821,Kepler-1995,284.34274,46.316551,5029.0,0.93,0.847,595.331
KIC 8950568,8950568,Kepler-85,290.97342,45.290321,5435.0,0.873,0.87,765.025
KIC 3326377,3326377,Kepler-967,286.55807,38.405369,5180.0,0.8,0.825,568.546
KIC 11601584,11601584,Kepler-324,286.47147,49.649021,5191.0,0.826,0.844,501.574
KIC 8689793,8689793,Kepler-1003,292.02045,44.876221,6068.0,0.831,0.931,941.902
KIC 11673802,11673802,Kepler-1004,297.35928,49.79755,4994.0,3.818,1.441,1152.68
KIC 4263293,4263293,Kepler-331,291.83432,39.307362,4347.0,0.524,0.537,580.119
KIC 5695524,5695524,Kepler-1774,288.57443,40.988659,6214.0,1.122,1.101,816.592
KIC 6205897,6205897,Kepler-1029,292.13297,41.547539,4766.0,0.664,0.723,366.656
KIC 7948784,7948784,Kepler-1778,287.36127,43.738781,6310.0,1.095,1.143,1276.29
KIC 9244756,9244756,Kepler-1779,300.41751,45.605518,5730.0,1.056,1.008,908.501
KIC 9650808,9650808,Kepler-344,292.49963,46.324409,5774.0,0.958,0.937,1002.94
KIC 8804845,8804845,Kepler-1067,285.38742,45.049049,5594.0,0.934,0.981,667.693
KIC 10480915,10480915,Kepler-1785,295.79218,47.600101,5618.0,0.996,0.911,745.74
KIC 11709244,11709244,Kepler-325,289.83542,49.82563,5445.0,0.937,0.919,823.242
KIC 11853878,11853878,Kepler-968,285.60254,50.112041,4402.0,0.572,0.575,290.324
KIC 5728139,5728139,Kepler-433,297.59366,40.977268,6332.0,1.905,1.373,1878.31
KIC 7668663,7668663,Kepler-1005,286.28601,43.320461,5727.0,1.104,0.946,567.806
KIC 7047922,7047922,Kepler-1006,295.75412,42.537479,6327.0,1.175,1.064,
KIC 9353314,9353314,Kepler-1007,295.90656,45.80912,4325.0,0.56,0.547,
KIC 3629967,3629967,Kepler-1775,286.40231,38.738541,5818.0,1.647,1.149,657.023
KIC 9347009,9347009,Kepler-1030,293.68192,45.817558,5026.0,0.763,0.875,758.702
KIC 11253711,11253711,Kepler-1031,296.08975,48.955372,5855.0,1.34,0.92,682.882
KIC 4917596,4917596,Kepler-1032,289.93085,40.097752,4484.0,0.594,0.58,673.01
KIC 4743513,4743513,,290.8154,39.819469,6131.0,1.417,0.862,
KIC 11046458,11046458,Kepler-424,298.62488,48.57745,5461.0,0.937,1.012,698.646
KIC 9111849,9111849,,298.75018,45.4664,6234.0,6.354,2.382,
KIC 7132798,7132798,Kepler-119,295.94641,42.65892,5598.0,0.83,0.928,701.996
KIC 3448130,3448130,Kepler-1786,292.5878,38.52203,5808.0,1.397,1.058,863.909
KIC 9656252,9656252,Kepler-1068,294.64816,46.392361,5786.0,0.99,1.044,1473.61
KIC 6026438,6026438,Kepler-354,285.75146,41.33564,4650.0,0.706,0.704,554.064
KIC 9471268,9471268,Kepler-326,294.32553,46.002251,5103.0,0.789,0.82,487.675
KIC 10657406,10657406,Kepler-969,288.3725,47.933559,5201.0,0.834,0.948,390.354
KIC 5526527,5526527,Kepler-970,289.62524,40.708729,4334.0,0.653,0.646,331.545
KIC 5809954,5809954,,296.87683,41.080582,3645.0,0.449,0.46,
KIC 8766650,8766650,Kepler-1008,296.54752,44.941929,4987.0,0.773,0.742,282.565
KIC 10328393,10328393,Kepler-332,286.66296,47.4137,4955.0,0.721,0.774,344.19
KIC 11773328,11773328,,296.62347,49.979172,5416.0,0.809,0.9,
KIC 7094486,7094486,Kepler-1009,282.85992,42.66576,3597.0,0.514,0.522,355.019
KIC 7289577,7289577,Kepler-1780,294.08392,42.809589,5403.0,0.868,0.868,790.516
KIC 8543100,8543100,Kepler-1033,283.84515,44.609089,5895.0,0.94,1.026,1455.5
KIC 2693736,2693736,Kepler-1034,286.11536,37.966999,5094.0,0.87,0.813,654.549
KIC 9412760,9412760,Kepler-345,295.22879,45.97102,4500.0,0.646,0.71,
KIC 10663396,10663396,Kepler-1069,290.97934,47.988998,5511.0,1.93,1.115,695.967
KIC 11457726,11457726,Kepler-1070,293.19537,49.316502,6277.0,1.097,1.148,939.001
KIC 8956206,8956206,Kepler-1071,293.05801,45.248821,5149.0,0.791,0.811,1042.27
KIC 9649706,9649706,Kepler-1072,292.04437,46.329029,5821.0,1.395,1.054,982.716
KIC 5856571,5856571,Kepler-971,284.09457,41.182819,5476.0,1.673,0.819,338.522
KIC 7765528,7765528,Kepler-972,295.8287,43.425491,5846.0,1.24,1.064,1198.03
KIC 11760231,11760231,Kepler-973,290.16525,49.923859,5187.0,0.774,0.858,328.52
KIC 7779077,7779077,Kepler-1770,299.25031,43.410439,5602.0,1.009,0.941,582.942
KIC 6046540,6046540,Kepler-74,293.09253,41.355518,6056.0,1.498,1.268,1177.55
KIC 5706966,5706966,Kepler-333,292.28607,40.913589,4213.0,0.598,0.609,324.413
KIC 3762468,3762468,Kepler-493,295.30753,38.881641,6311.0,1.172,1.253,1745.77
KIC 10130039,10130039,Kepler-334,287.14066,47.115189,5782.0,1.095,0.957,426.59
KIC 9518318,9518318,Kepler-346,288.0119,46.117611,6032.0,1.001,1.065,984.105
KIC 7273277,7273277,Kepler-1035,289.04221,42.882488,5815.0,0.992,1.038,562.116
KIC 11769890,11769890,Kepler-1036,295.18164,49.945782,5413.0,0.861,0.875,489.435
KIC 6862721,6862721,Kepler-1781,291.71146,42.341499,5568.0,0.957,1.053,962.63
